file_name,section,speaker_name,speaker_role,start,stop,text,total_time
2007.07-21,0,antonin_scalia,scotus_justice,174.494,177.779,And these people can bring their own individual challenges.,3.2849999999999966
2007.07-21,0,antonin_scalia,scotus_justice,177.779,180.315,"I mean, I'm not questioning their ability to do it.",2.5360000000000014
2007.07-21,0,antonin_scalia,scotus_justice,180.315,185.283,"But, but why is the Democratic Party their representative?",4.967999999999989
2007.07-21,0,paul_m_smith,,185.283,196.525,Because they have... the Democratic Party is an association of people joined together to elect candidates of a particular kind and those people include many people who are burdened by this law.,11.242000000000019
2007.07-21,0,paul_m_smith,,196.525,200.91,"This seems to be the absolutely quintessential case for associational standing, Your Honor.",4.384999999999991
2007.07-21,0,david_h_souter,scotus_justice,200.91,210.335,"As I understand it, though, Mr. Smith, the trial court didn't rely on, simply on the associational standing of the Democratic Party, did it?",9.425000000000011
2007.07-21,0,paul_m_smith,,210.335,211.118,"No, that's correct, Your Honor.",0.782999999999987
2007.07-21,0,paul_m_smith,,211.118,227.729,"Well, the court of appeals relied as well on Havens Realty and said that the organizational interests of the party are being impaired by virtue of the fact that this is putting a burden on them achieving their goal, the Democratic Party's goal, of electing its candidates.",16.61100000000002
2007.07-21,0,david_h_souter,scotus_justice,227.729,234.116,And is doing so by forcing them to get people properly identified.,6.3870000000000005
2007.07-21,0,paul_m_smith,,234.116,237.818,"Extend resources getting people, get their identification.",3.701999999999998
2007.07-21,0,paul_m_smith,,237.818,252.911,"It's very much like the Metropolitan Washington Airports Authority case which we cited in our brief, which involved a nonprofit organization aimed at trying to keep the noise level down at National Airport that was impaired by an unconstitutional statute in that case as well.",15.09299999999999
2007.07-21,0,antonin_scalia,scotus_justice,252.911,254.861,That organization had members.,1.9499999999999886
2007.07-21,0,antonin_scalia,scotus_justice,254.861,257.663,"I mean, you did join that organization.",2.802000000000021
2007.07-21,0,paul_m_smith,,257.663,258.163,"Well, Your Honor--",0.5
2007.07-21,0,antonin_scalia,scotus_justice,258.163,262.099,"And they identified members who would be, who would be annoyed by the noise.",3.9359999999999786
2007.07-21,0,paul_m_smith,,262.099,265.635,"--I'd note, Your Honor, that in the Hunt case itself there were no members.",3.5360000000000014
2007.07-21,0,paul_m_smith,,265.635,279.661,"The Court said it doesn't really matter because the State agency that had associational standing in Hunt functioned for all purposes as the representatives of those, of those apple farmers, but there was no formal membership organization, no members per se at all.",14.02600000000001
2007.07-21,0,paul_m_smith,,279.661,285.649,But the Court said that shouldn't make a difference because there's really no actual functional difference between the two situations.,5.9879999999999995
2007.07-21,0,paul_m_smith,,285.649,286.399,I would certainly submit--,0.75
2007.07-21,0,anthony_m_kennedy,scotus_justice,286.399,291.436,I just think it's hard to confine your rationale if you say that any association could sue.,5.036999999999978
2007.07-21,0,anthony_m_kennedy,scotus_justice,291.436,301.091,"If it says, you know, there are people that if they knew what we were doing, if they knew this problem they would really want us to sue on their behalf, I don't know if I'm going to confine your rationale.",9.65500000000003
2007.07-21,0,paul_m_smith,,301.091,319.453,"--Well Your Honor, the thing that confines the rationale is it has to be something that relates as well to the purpose of the organization, of the association, the reason why these people are bound together as a group, and that is of course to get people to vote and vote to support... support the goals of the organization, support the candidates, the nominees of the organization.",18.361999999999966
2007.07-21,0,john_g_roberts_jr,scotus_justice,319.453,331.111,"We can limit your standing argument to... I guess it's based on the affidavits of Ms. Holland and Ms. Smith, the one who is a clerk for the Democratic Party and the other who is a judge for the Democratic Party.",11.658000000000015
2007.07-21,0,john_g_roberts_jr,scotus_justice,331.111,337.082,"We don't have to agree with you that anybody who votes, might vote Democratic, is enough to give you standing.",5.971000000000004
2007.07-21,0,paul_m_smith,,337.082,349.991,"But we also have other people in the record, Your Honor... for example, Theresa Clemente, others who are active poll workers, activists in the party, who... had been polled and found that they didn't have IDs and that they would be burdened by the difficulty of getting IDs.",12.908999999999992
2007.07-21,0,paul_m_smith,,349.991,359.78,"So that that... there is specific standing evidence in there of specific people who, much more than just your average voter, are active in party affairs.",9.788999999999987
2007.07-21,0,paul_m_smith,,359.78,378.775,"They may not have a... be card carrying members of the Democratic Party, but they are as much a part of the Democratic Party as anybody possibly could be, who were identified in response to interrogatories, about 9 or 10 of them, and were found to be satisfactory for purposes of standing by the district court on the equal protection claim.",18.995000000000005
2007.07-21,0,paul_m_smith,,378.775,387.78,"Now, in addition I would note as I suggested to Justice Souter, you don't have to go to the associational standing because the Democratic Party clearly is injured in its own right as an organization.",9.004999999999995
2007.07-21,0,paul_m_smith,,387.78,392.782,"Now, if I could turn to the merits then, the--",5.0020000000000095
2007.07-21,0,antonin_scalia,scotus_justice,392.782,393.198,Excuse me.,0.4159999999999968
2007.07-21,0,antonin_scalia,scotus_justice,393.198,398.852,"Even in its own right, it has to identify somebody that's a member or not.",5.653999999999996
2007.07-21,0,paul_m_smith,,398.852,399.152,--No.,0.30000000000001137
2007.07-21,0,paul_m_smith,,399.152,403.123,"When it's in its own right the association, the organization, is injured, Your Honor.",3.9710000000000036
2007.07-21,0,paul_m_smith,,403.123,408.208,"Now, the question... if what you're suggesting, is there enough evidence here that people are actually being prevented from voting?",5.085000000000036
2007.07-21,0,antonin_scalia,scotus_justice,408.208,411.269,"Exactly, Democrats in particular, I suppose.",3.0609999999999786
2007.07-21,0,paul_m_smith,,411.269,419.065,A great deal of evidence in the record of the burdens that are imposed on people who try to comply with this law and continue exercising their constitutional right to vote.,7.795999999999992
2007.07-21,0,john_g_roberts_jr,scotus_justice,419.065,430.923,"Well, I understood Judge Barker to say that you had not come up with a single instance of somebody who was denied the right to vote because they didn't have a photo ID.",11.858000000000004
2007.07-21,0,paul_m_smith,,430.923,435.444,"Well, Your Honor, the record in this case was made when an election had not yet happened.",4.521000000000015
2007.07-21,0,paul_m_smith,,435.444,441.498,"So that comment, while it was certainly made, I don't quite understand its significance.",6.053999999999974
2007.07-21,0,paul_m_smith,,441.498,448.585,This case was brought to try to prevent an irreparable loss of constitutional rights in advance of the implementation of this law.,7.086999999999989
2007.07-21,0,paul_m_smith,,448.585,453.488,"I think it had been used in two little towns in '05, Montezuma, Indiana, but other than that--",4.90300000000002
2007.07-21,0,john_g_roberts_jr,scotus_justice,453.488,456.19,So elections were conducted under this law?,2.701999999999998
2007.07-21,0,paul_m_smith,,456.19,462.944,"--I'm not even... there were a couple of hundred people that had voted under the law, but nobody else had yet, at that point.",6.754000000000019
2007.07-21,0,paul_m_smith,,462.944,464.194,"Now, the--",1.25
2007.07-21,0,antonin_scalia,scotus_justice,464.194,467.648,"Well, did you have anybody who said, I don't have a voter ID?",3.4540000000000077
2007.07-21,0,paul_m_smith,,467.648,468.398,"--Yes, we did, Your Honor.",0.75
2007.07-21,0,antonin_scalia,scotus_justice,468.398,473.134,"I plan to come in this next election, I plan to vote, and I don't have a voter ID card?",4.73599999999999
2007.07-21,0,paul_m_smith,,473.134,474.336,"Yes, we did, Your Honor.",1.2019999999999982
2007.07-21,0,paul_m_smith,,474.336,477.954,That's the 9 or 10 people who came from the poll worker survey.,3.617999999999995
2007.07-21,0,paul_m_smith,,477.954,486.977,"There was also a considerable amount of testimony about other people who said they wanted to vote, who spoke to many of the other plaintiffs, Mr. Crawford, the NAACP chapter.",9.022999999999968
2007.07-21,0,paul_m_smith,,486.977,494.632,"There's a lot of other plaintiffs who also submitted evidence of people saying: I don't have an ID, I'm not going to be able to get one, I'm not going to be able to vote.",7.65500000000003
2007.07-21,0,john_g_roberts_jr,scotus_justice,494.632,502.303,"But why... and they're not going to be able to get one even though the State will provide them with one if they don't have one, subject to some identification?",7.670999999999992
2007.07-21,0,paul_m_smith,,502.303,503.238,"Yes, Your Honor.",0.9350000000000023
2007.07-21,0,paul_m_smith,,503.238,520.548,But what the State did in 2002 was it ratcheted up the difficulty of getting one by requiring for the first time that you have an original certified birth certificate that you paid for and that... and then you have to go through the hoops of what kind of identification you need for that.,17.310000000000002
2007.07-21,0,samuel_a_alito_jr,scotus_justice,520.548,533.224,"Well, is it your position that a State can't require any form of identification and can only require a signature, or would some lesser form of identification than Indiana has required be constitutional?",12.676000000000045
2007.07-21,0,paul_m_smith,,533.224,537.476,"Your Honor, it may well be possible that there's certain situations that it could require it.",4.251999999999953
2007.07-21,0,paul_m_smith,,537.476,538.911,Each case is a balancing test.,1.4349999999999454
2007.07-21,0,paul_m_smith,,538.911,550.569,"As the Court said in Timmons, you have to make hard judgments on the specific facts of each case and identify both the State interest being served, the incremental State interest being served, and the degree of the burdens.",11.658000000000015
2007.07-21,0,samuel_a_alito_jr,scotus_justice,550.569,551.886,What was the answer to my question?,1.3170000000000073
2007.07-21,0,samuel_a_alito_jr,scotus_justice,551.886,557.123,Is any form of voter identification beyond a signature permissible or not?,5.23700000000008
2007.07-21,0,paul_m_smith,,557.123,566.162,"If it's readily available and not especially burdensome and there is some reason to think that it is preventing a fraud of some sort, serving some--",9.038999999999987
2007.07-21,0,anthony_m_kennedy,scotus_justice,566.162,574.101,"But clearly you answer all of those questions that you've just posed, that you've just responded with, ""no"".",7.9389999999999645
2007.07-21,0,anthony_m_kennedy,scotus_justice,574.101,577.036,So then your answer to Justice Alito should be no.,2.9349999999999454
2007.07-21,0,paul_m_smith,,577.036,578.019,"--Well, Your Honor, it is true--",0.9830000000000609
2007.07-21,0,anthony_m_kennedy,scotus_justice,578.019,588.175,"Although that leads to the next question, is whether or not there are ways in which the... the central purpose of this law can be preserved but it could be less stringent.",10.155999999999949
2007.07-21,0,anthony_m_kennedy,scotus_justice,588.175,590.861,But I'd like you to respond to both of those things.,2.6860000000000355
2007.07-21,0,paul_m_smith,,590.861,600.985,"--Well, it is certainly true that, in fact, there is no evidence in this record of any significant amount of fraud that is still occurring with the existing system of voter identification.",10.124000000000024
2007.07-21,0,anthony_m_kennedy,scotus_justice,600.985,604.387,That wasn't... that wasn't the problem I had with your answer to that question.,3.40199999999993
2007.07-21,0,anthony_m_kennedy,scotus_justice,604.387,622.415,"You posed a number of questions to Justice Alito, or a number of responses, but to each one of those your own answer in the brief was no, and therefore your question... the answer to Justice Alito's question should be no, there is no system that you know of that can impose a photo ID.",18.02800000000002
2007.07-21,0,paul_m_smith,,622.415,625.35,I think... I think that the current system works just fine.,2.935000000000059
2007.07-21,0,paul_m_smith,,625.35,632.438,"So if there's any degree of burden being imposed on the voter by some additional identification requirement, then I would say it's unconstitutional.",7.087999999999965
2007.07-21,0,ruth_bader_ginsburg,scotus_justice,632.438,632.89,Mr. Smith--,0.4519999999999982
2007.07-21,0,anthony_m_kennedy,scotus_justice,632.89,633.94,Your answer is no.,1.0500000000000682
2007.07-21,0,paul_m_smith,,633.94,634.823,"Yes, Your Honor.",0.8829999999999245
2007.07-21,0,ruth_bader_ginsburg,scotus_justice,634.823,656.153,"--suppose at the time of registration there was a photograph taken right in the registration place and on the spot they gave you an ID with that photo, and everybody who registers would get one and there isn't any question of paying money to get a birth certificate.",21.33000000000004
2007.07-21,0,ruth_bader_ginsburg,scotus_justice,656.153,657.871,Would that be satisfactory?,1.717999999999961
2007.07-21,0,ruth_bader_ginsburg,scotus_justice,657.871,670.213,"Ir that... if you could make a photographic ID universally available, you would still have the problem of the religious objectors, but wouldn't everybody else be covered?",12.341999999999985
2007.07-21,0,paul_m_smith,,670.213,675.717,"If you had a world in which that were true, Your Honor, I think that would be potentially constitutional.",5.504000000000019
2007.07-21,0,paul_m_smith,,675.717,677.402,"That's a very different world than the one we live in, and--",1.6850000000000591
2007.07-21,0,john_g_roberts_jr,scotus_justice,677.402,679.035,That would be potentially constitutional?,1.6329999999999245
2007.07-21,0,paul_m_smith,,679.035,679.502,"--Yes, Your Honor.",0.46699999999998454
2007.07-21,0,john_g_roberts_jr,scotus_justice,679.502,680.471,Okay.,0.9690000000000509
2007.07-21,0,john_g_roberts_jr,scotus_justice,680.471,683.973,So we should ignore your religious objection argument in this case?,3.5019999999999527
2007.07-21,0,paul_m_smith,,683.973,690.893,"Well, I was assuming that we would make some additional exemptions for particular people with those kinds of problems, if people can't have one.",6.920000000000073
2007.07-21,0,paul_m_smith,,690.893,697.546,"If the question is, if everybody has a photo ID in their pocket is it constitutional to require them to show them at the voting booth, the answer to that I think is yes.",6.65300000000002
2007.07-21,0,antonin_scalia,scotus_justice,697.546,701.1,"Well, do we know that that religious exemption won't be made?",3.5539999999999736
2007.07-21,0,paul_m_smith,,701.1,701.75,"Excuse me, Your Honor?",0.6499999999999773
2007.07-21,0,antonin_scalia,scotus_justice,701.75,704.802,Do we know that that religious exemption won't be made?,3.052000000000021
2007.07-21,0,antonin_scalia,scotus_justice,704.802,705.919,Nobody's asserted it.,1.1169999999999618
2007.07-21,0,antonin_scalia,scotus_justice,705.919,706.754,case.,0.8350000000000364
2007.07-21,0,paul_m_smith,,706.754,707.688,"No, I'm not... I'm not--",0.9339999999999691
2007.07-21,0,antonin_scalia,scotus_justice,707.688,708.421,"No, no.",0.7330000000000609
2007.07-21,0,antonin_scalia,scotus_justice,708.421,716.277,"I mean in this In this case you're claiming there's a problem for people who, for religious reasons, don't want to have their photograph taken.",7.8559999999999945
2007.07-21,0,antonin_scalia,scotus_justice,716.277,722.698,"Do we know that if that's the reason that they assert, I can't get the photograph, the State will say you can't vote?",6.420999999999935
2007.07-21,0,paul_m_smith,,722.698,724.164,--I must be misunderstanding.,1.4660000000000082
2007.07-21,0,paul_m_smith,,724.164,727.352,We have every reason to think that they will let them vote.,3.187999999999988
2007.07-21,0,paul_m_smith,,727.352,741.009,"The only problem with that exemption, like the indigency exception, is that it's kind of gratuitively burdensome in that you have to go down to the county seat to vote every time; you can't vote in your polling place because you have to fill out this affidavit every time you vote.",13.657000000000039
2007.07-21,0,ruth_bader_ginsburg,scotus_justice,741.009,742.427,"And you could, you could do it twice.",1.4180000000000064
2007.07-21,0,ruth_bader_ginsburg,scotus_justice,742.427,747.129,"You could make the two trips, one to your local place and one to the distant place.",4.701999999999998
2007.07-21,0,paul_m_smith,,747.129,751.283,"Either way, your real voting place is going to be the county clerk's office in the county seat, forever.",4.153999999999996
2007.07-21,0,paul_m_smith,,751.283,755.252,That's... it's not that they won't do it; it's--,3.9689999999999372
2007.07-21,0,john_g_roberts_jr,scotus_justice,755.252,759.471,"Well, how far away is the furthest county seat for somebody in the county,--",4.219000000000051
2007.07-21,0,paul_m_smith,,759.471,759.889,--I don't know the--,0.41800000000000637
2007.07-21,0,john_g_roberts_jr,scotus_justice,759.889,762.758,--County seats aren't very far for people in Indiana.,2.869000000000028
2007.07-21,0,paul_m_smith,,762.758,763.325,--No.,0.5670000000000073
2007.07-21,0,paul_m_smith,,763.325,771.279,"If you're an indigent person, Your Honor, in Lake County, in Gary, Indiana, you'd have to take the bus 17 miles down to Crown Point to vote every time you want to vote.",7.953999999999951
2007.07-21,0,paul_m_smith,,771.279,774.648,"And if you're indigent that's a significant burden, and--",3.369000000000028
2007.07-21,0,antonin_scalia,scotus_justice,774.648,777.767,It's not a burden if you're not indigent?,3.119000000000028
2007.07-21,0,paul_m_smith,,777.767,781.386,"--Well, it's... it's less of a burden, Your Honor, considerably less of a burden.",3.6189999999999145
2007.07-21,0,paul_m_smith,,781.386,781.769,You--,0.3830000000000382
2007.07-21,0,antonin_scalia,scotus_justice,781.769,784.288,17 miles is 17 miles for the rich and the poor.,2.5190000000000055
2007.07-21,0,paul_m_smith,,784.288,791.508,"--public transportation, because the person presumably has no access to an automobile because they don't have a driver's license and they're indigent and they're living in Gary, Indiana.",7.220000000000027
2007.07-21,0,john_g_roberts_jr,scotus_justice,791.508,796.729,We have... the record shows that fewer than 1 percent of people in Indiana don't have a photo ID.,5.221000000000004
2007.07-21,0,paul_m_smith,,796.729,800.364,"That is not what the record shows, Your Honor, and it's not what the district court said.",3.634999999999991
2007.07-21,0,paul_m_smith,,800.364,804.768,I think it's... it would be really a travesty if this Court decided the case on that assumption.,4.403999999999996
2007.07-21,0,paul_m_smith,,804.768,829.8,"What the district court said is if you compare the voting age population in the census to the total number of driver's licenses and IDs that have been issued, you get that disparity of 43,000 or 1 percent, but what the district court went on to say is this is probably not accurate because the total of licenses and IDs includes all the people who have died and left the State and their licenses are still unexpired.",25.031999999999925
2007.07-21,0,john_g_roberts_jr,scotus_justice,829.8,831.152,"Well, so do the voting rolls.",1.3520000000000891
2007.07-21,0,john_g_roberts_jr,scotus_justice,831.152,832.969,I thought the district court found 41--,1.8170000000000073
2007.07-21,0,paul_m_smith,,832.969,833.385,"No, no.",0.41599999999994
2007.07-21,0,paul_m_smith,,833.385,834.271,The population--,0.8859999999999673
2007.07-21,0,john_g_roberts_jr,scotus_justice,834.271,834.637,--Mr. Smith.,0.36599999999998545
2007.07-21,0,paul_m_smith,,834.637,835.021,--So sorry.,0.38400000000001455
2007.07-21,0,john_g_roberts_jr,scotus_justice,835.021,841.441,--41.4 percent of the people on the voting rolls in Indiana were either dead or they were duplicate entries.,6.420000000000073
2007.07-21,0,paul_m_smith,,841.441,843.66,But she wasn't looking at the voting rolls.,2.2189999999999372
2007.07-21,0,paul_m_smith,,843.66,849.881,She was comparing population in the census as of 2005 with the driver's license records.,6.221000000000004
2007.07-21,0,john_g_roberts_jr,scotus_justice,849.881,857.302,Do you take issue with the 41.4 percent figure for bad entries on the voting registration rolls?,7.421000000000049
2007.07-21,0,paul_m_smith,,857.302,858.919,"No, I have no reason to... it may have gotten better now.",1.6169999999999618
2007.07-21,0,paul_m_smith,,858.919,862.871,"They apparently have instituted a lot of efforts in the last 3 years to make it better, but--",3.951999999999998
2007.07-21,0,john_g_roberts_jr,scotus_justice,862.871,865.84,"And this is one of them, I suppose, requiring photo ID?",2.969000000000051
2007.07-21,0,paul_m_smith,,865.84,872.146,"--No, I was referring to actually cleaning up the voter rolls in compliance with the consent decree they signed with the United States.",6.305999999999926
2007.07-21,0,john_g_roberts_jr,scotus_justice,872.146,883.352,"Well, don't you think if you have the voter rolls with a significant number of bad registrants, either dead or duplicates, that that presents a significant potential for fraud?",11.206000000000017
2007.07-21,0,paul_m_smith,,883.352,883.887,I suppose.,0.5349999999999682
2007.07-21,0,paul_m_smith,,883.887,885.67,I don't know if I can say significant.,1.7830000000000155
2007.07-21,0,paul_m_smith,,885.67,894.343,"The situation has existed for now a number of years, and the salient fact here is that there's not a single recorded example of voter impersonation fraud.",8.673000000000002
2007.07-21,0,john_g_roberts_jr,scotus_justice,894.343,895.678,"Well, that's because it's less of an issue.",1.3350000000000364
2007.07-21,0,john_g_roberts_jr,scotus_justice,895.678,911.787,"If somebody wins an election by 500,000 votes, you may not be terribly worried if some percentage were cast by fraud, but you might look to the future and realize there could be a closer election and there... it's a type of fraud that, because it's fraud, it's hard to detect.",16.109000000000037
2007.07-21,0,paul_m_smith,,911.787,913.806,"No, it's actually not, Your Honor.",2.0190000000000055
2007.07-21,0,paul_m_smith,,913.806,921.06,"It's the type of fraud that the Elections Commission said... found is unlikely, the most unlikely, because it's not that hard to detect.",7.253999999999905
2007.07-21,0,paul_m_smith,,921.06,932.118,"When you're going into the polls and saying, I'm Joe Smith, you're dealing with a neighborhood person who knows a lot of people who are there, you have to match that person's signature.",11.058000000000106
2007.07-21,0,paul_m_smith,,932.118,935.653,And if that person shows up later on to vote--,3.534999999999968
2007.07-21,0,john_g_roberts_jr,scotus_justice,935.653,943.242,But the problem with the duplicate entries is there may be two entries for John Smith because John Smith has moved and the voter registration hasn't been updated.,7.588999999999942
2007.07-21,0,john_g_roberts_jr,scotus_justice,943.242,947.127,"So all you need is somebody else to go in and say: I'm John Smith, this is my address.",3.884999999999991
2007.07-21,0,john_g_roberts_jr,scotus_justice,947.127,950.662,And later in the day somebody else comes in and says: I'm John Smith and this is my address.,3.535000000000082
2007.07-21,0,john_g_roberts_jr,scotus_justice,950.662,953.198,And because they're duplicates it's really difficult to check.,2.5359999999999445
2007.07-21,0,paul_m_smith,,953.198,955.483,"--Well, the duplicates, presumably, are in two different places, right.",2.284999999999968
2007.07-21,0,paul_m_smith,,955.483,956.85,So they would vote in two different places.,1.3670000000000755
2007.07-21,0,paul_m_smith,,956.85,962.654,But if... what the... the fraudfeasor doesn't know is where the real John Smith is going to vote.,5.803999999999974
2007.07-21,0,paul_m_smith,,962.654,974.195,"So if he goes in and votes in one place and says, well, I'm going to... I expect he's going to go in the other place, sooner or later, if you had any significant amount of this kind of fraud occurring, people would be coming in and saying I can't vote.",11.541000000000054
2007.07-21,0,paul_m_smith,,974.195,975.68,Somebody says I already voted.,1.4849999999999
2007.07-21,0,paul_m_smith,,975.68,985.502,"It's not happening and, indeed, every single indication in this record is that the evidence of this kind of fraud occurring, to call it scant is to overstate it.",9.822000000000003
2007.07-21,0,antonin_scalia,scotus_justice,985.502,989.973,The people who are dead or have moved away would certainly not be objecting.,4.471000000000004
2007.07-21,0,paul_m_smith,,989.973,990.373,"No, Your Honor.",0.40000000000009095
2007.07-21,0,paul_m_smith,,990.373,999.929,I was talking about the disparity between the number of people in the voting age population and the number of licenses and saying you can't assume it's only a one percent differential.,9.555999999999926
2007.07-21,0,paul_m_smith,,999.929,1001.864,It's actually more like an eight or nine percent differential.,1.9350000000000591
2007.07-21,0,antonin_scalia,scotus_justice,1001.864,1002.597,I wasn't talking about that.,0.7329999999999472
2007.07-21,0,antonin_scalia,scotus_justice,1002.597,1009.934,I was talking about whether there is a genuine threat of fraud which the State is moving to eliminate--,7.336999999999989
2007.07-21,0,paul_m_smith,,1009.934,1010.701,The question is--,0.7670000000000528
2007.07-21,0,antonin_scalia,scotus_justice,1010.701,1018.523,"--and your assertion that, you know, it's not much of a problem because the person whom you're impersonating would find out about it.",7.822000000000003
2007.07-21,0,antonin_scalia,scotus_justice,1018.523,1026.895,"I mean... but that's certainly not the case for people who have moved away or people, you know, the people in the graveyards that are still on the rolls.",8.371999999999957
2007.07-21,0,paul_m_smith,,1026.895,1030.18,--It's certainly possible that someone could commit this kind of a crime.,3.285000000000082
2007.07-21,0,antonin_scalia,scotus_justice,1030.18,1031.146,I'd say likely.,0.9659999999998945
2007.07-21,0,paul_m_smith,,1031.146,1037.351,"Well, one of the things that makes it less likely is if you try to actually affect an election you need to sway a lot of votes.",6.205000000000155
2007.07-21,0,paul_m_smith,,1037.351,1046.223,"And in order to do that this way you'd have to have 100 or 200 or 500 co conspirators, each of them assigned an identity, learning the signature of that person, and--",8.871999999999844
2007.07-21,0,stephen_g_breyer,scotus_justice,1046.223,1050.161,"You don't really... I mean, that's what I wonder if there is no such evidence.",3.938000000000102
2007.07-21,0,stephen_g_breyer,scotus_justice,1050.161,1051.761,How could you get evidence?,1.599999999999909
2007.07-21,0,stephen_g_breyer,scotus_justice,1051.761,1059.517,"It used to be common maybe urban legends, but of political bosses voting whole graveyards of dead people.",7.7560000000000855
2007.07-21,0,stephen_g_breyer,scotus_justice,1059.517,1059.834,All right.,0.3170000000000073
2007.07-21,0,stephen_g_breyer,scotus_justice,1059.834,1063.235,"Now, that would be almost impossible to catch, I think.",3.40099999999984
2007.07-21,0,stephen_g_breyer,scotus_justice,1063.235,1065.52,"Someone walks in, saying: I'm Joe Smith.",2.285000000000082
2007.07-21,0,stephen_g_breyer,scotus_justice,1065.52,1068.372,He doesn't say: I'm Joe Smith dead.,2.852000000000089
2007.07-21,0,stephen_g_breyer,scotus_justice,1068.372,1071.591,"He says, I'm Joe Smith, and he signs something.",3.2189999999998236
2007.07-21,0,stephen_g_breyer,scotus_justice,1071.591,1075.293,And the poll worker looks at it and the signature looks very weird.,3.701999999999998
2007.07-21,0,stephen_g_breyer,scotus_justice,1075.293,1077.928,"Well, what's the poll worker supposed to do?",2.6350000000002183
2007.07-21,0,stephen_g_breyer,scotus_justice,1077.928,1080.08,He's not going to go disrupt the election.,2.1519999999998163
2007.07-21,0,stephen_g_breyer,scotus_justice,1080.08,1084.565,And is there going to be a policeman there to follow this person home?,4.485000000000127
2007.07-21,0,stephen_g_breyer,scotus_justice,1084.565,1085.684,Of course not.,1.1189999999999145
2007.07-21,0,stephen_g_breyer,scotus_justice,1085.684,1087.051,So that's their claim.,1.3669999999999618
2007.07-21,0,stephen_g_breyer,scotus_justice,1087.051,1095.057,Their claim is that we have a lot of anecdotes and there is a certain kind of fraud that you really just can't catch at the poll.,8.006000000000085
2007.07-21,0,paul_m_smith,,1095.057,1095.523,--Your Honor--,0.4659999999998945
